32	56	72	94	61	33	64	20	16	86
92	1	82	87	74	29	95	1	22	55
58	23	42	57	72	93	43	57	66	23
100	52	34	79	61	6	36	20	88	37
21	7	99	47	76	41	99	24	10	24
6	98	43	67	59	28	64	5	38	23
41	76	76	18	39	27	20	14	26	90
10	57	26	48	69	5	16	88	43	5
76	33	24	39	58	40	45	93	35	97
22	65	76	73	8	88	53	58	79	61
20	55	91	31	19	4	20	66	92	88
26	76	79	92	48	54	48	19	89	73
12	99	85	54	76	93	50	35	90	1
100	69	91	41	21	47	13	68	50	22
56	11	12	49	11	85	27	82	86	79
29	27	54	69	39	38	20	83	85	52
56	22	15	53	54	51	43	40	16	17
70	82	44	7	92	57	82	19	35	64
35	77	24	76	32	98	32	31	91	68
42	69	56	8	62	34	43	76	81	55
13	37	48	72	23	61	54	44	79	1
30	33	34	57	32	24	50	46	70	64
83	23	92	45	92	96	34	42	68	77
82	13	77	71	64	46	58	79	43	9
43	36	31	81	49	55	69	93	99	2
41	54	97	39	97	28	98	17	55	22
78	24	98	40	19	78	29	62	16	52
87	15	9	74	56	80	53	46	29	11
100	36	7	64	83	79	79	15	14	83
58	16	40	5	57	64	55	32	37	98
30	89	86	78	98	77	31	47	11	14
58	5	4	79	11	96	62	14	63	89
35	92	44	10	20	21	26	74	37	44
89	63	37	60	52	97	97	43	54	49
17	99	86	34	58	11	66	20	70	54
50	20	6	39	35	96	38	92	90	62
61	40	30	89	78	91	50	56	90	86
48	38	56	52	97	65	40	39	31	35
76	57	23	59	48	15	33	71	32	46
59	62	8	48	90	16	5	76	7	95
33	97	27	86	81	81	73	65	60	61
36	20	36	25	72	64	35	35	50	56
94	52	17	89	98	2	94	22	20	73
96	50	75	44	85	10	1	46	70	80
72	98	63	2	18	47	17	45	9	87
15	27	79	9	94	90	68	11	48	16
89	29	26	53	97	4	77	24	63	84
51	38	65	26	80	21	10	55	47	34
98	44	50	15	71	24	35	17	81	47
84	60	64	34	54	82	75	21	7	54
80	8	39	41	1	34	95	33	1	22
27	56	66	7	57	38	47	16	32	49
29	72	90	29	45	84	96	32	23	61
37	82	55	54	62	37	66	66	97	58
42	45	56	72	93	29	67	70	42	88
80	35	19	72	39	10	40	35	53	61
12	43	95	3	63	100	13	91	83	47
73	47	75	30	15	86	42	84	77	12
22	91	83	71	77	74	63	99	67	25
33	95	13	48	8	81	60	89	59	32
22	72	44	51	94	70	66	60	24	36
98	87	71	96	50	34	53	34	67	76
77	20	94	62	23	28	74	48	23	35
9	5	91	1	68	64	12	75	78	32
100	38	54	59	95	56	98	13	51	15
63	27	48	55	43	5	52	10	42	48
80	88	75	94	82	62	16	53	49	13
76	69	31	12	54	57	24	46	13	83
76	77	40	16	83	28	73	22	17	45
83	25	76	33	53	95	45	24	44	52
86	69	83	46	2	53	100	40	45	43
3	12	43	42	32	69	48	5	45	53
61	58	11	15	100	56	55	71	88	17
93	88	95	35	45	23	77	96	93	94
23	16	99	28	4	75	96	91	48	28
75	57	46	70	33	92	99	9	52	71
32	57	67	100	37	96	43	30	92	50
5	96	75	99	16	40	15	45	67	76
63	64	37	39	99	26	81	73	49	99
63	30	25	16	16	76	59	78	93	40
27	14	63	88	75	12	57	88	61	43
21	13	97	44	15	76	25	34	15	33
53	18	59	88	62	74	86	94	46	66
26	9	8	82	59	40	59	44	59	72
22	9	40	80	4	70	93	57	6	86
66	24	72	19	87	58	74	22	39	4
89	89	95	91	97	15	59	85	30	53
79	65	36	83	55	65	14	94	62	3
65	57	52	93	35	16	39	39	72	4
56	9	98	41	77	17	36	55	7	38
77	64	36	30	10	63	41	3	23	96
6	15	30	19	73	67	22	73	94	94
9	65	91	45	8	23	90	90	86	54
19	8	77	56	20	79	62	65	80	49
51	77	74	53	2	38	68	83	66	28
9	90	4	54	6	86	42	67	54	55
63	66	4	75	31	63	4	65	98	100
77	22	52	36	27	76	2	4	79	63
30	35	67	68	78	41	74	84	49	55
15	42	34	87	66	4	31	25	76	84
35	14	51	89	13	34	94	42	39	90
63	13	59	100	23	1	18	11	71	27
15	82	96	41	77	34	55	65	69	82
47	90	49	91	33	86	1	3	9	4
92	68	61	44	63	68	87	14	56	52
9	89	87	98	70	35	89	12	19	7
97	16	21	22	78	80	22	67	66	12
14	44	57	6	46	47	65	18	59	50
33	94	55	64	18	46	4	34	17	26
72	48	38	41	84	74	77	57	88	22
67	23	26	77	91	14	54	69	74	35
92	37	44	13	82	72	79	84	45	53
19	36	93	63	76	85	16	6	85	45
29	90	22	44	73	11	68	18	60	39
78	42	29	23	74	72	42	100	37	69
49	67	12	70	65	8	75	19	36	90
36	2	18	30	92	1	87	93	96	61
99	35	92	44	26	58	87	91	85	52
31	30	13	12	71	66	7	58	35	3
82	38	86	79	68	94	38	94	33	5
43	30	69	3	85	68	51	72	3	45
46	31	5	86	6	74	56	87	54	22
85	6	74	45	54	88	67	39	19	35
91	10	21	100	30	7	93	94	100	73
33	16	99	18	14	16	36	18	1	97
76	17	42	94	56	90	89	10	7	98
83	24	66	81	62	81	33	49	27	46
52	20	74	86	100	60	70	75	59	69
45	93	30	60	16	57	50	66	23	49
81	64	22	81	27	43	89	29	54	30
31	31	31	85	14	99	26	68	47	7
34	19	29	100	90	20	64	25	69	99
87	68	22	57	36	82	41	96	42	62
61	32	71	48	77	6	73	87	5	68
72	81	57	23	66	8	72	97	77	9
43	8	11	76	38	53	47	74	2	12
17	34	17	78	88	44	56	79	82	16
41	22	14	5	30	3	98	77	20	34
98	97	91	72	36	50	73	21	82	12
69	23	84	86	35	31	5	80	2	68
39	57	88	36	31	41	5	92	2	99
85	64	22	100	81	81	90	90	11	59
53	47	99	15	2	84	83	27	58	36
59	51	8	11	64	57	47	25	2	82
9	92	7	88	21	53	2	59	50	61
80	39	39	98	55	22	79	29	30	83
66	35	93	68	81	45	5	87	100	29
81	56	81	96	15	22	34	39	59	39
5	55	79	81	10	28	52	22	27	94
83	86	10	87	91	62	13	7	39	83
62	29	18	58	76	76	23	8	12	72
27	23	2	34	51	88	34	65	42	53
93	7	59	8	84	1	61	49	33	30
79	62	63	41	77	95	90	74	47	79
42	52	46	46	50	75	81	9	98	1
23	92	18	88	63	5	21	96	6	87
59	77	17	73	100	64	57	65	97	73
57	16	86	94	74	1	62	71	77	37
18	19	16	93	28	72	30	55	26	66
60	17	14	14	77	55	47	35	65	56
44	64	80	62	32	23	23	17	45	74
57	65	41	98	3	89	41	82	83	9
33	45	57	60	63	28	18	45	85	55
90	68	98	23	11	84	60	34	32	59
10	28	50	55	60	64	65	25	34	89
79	16	94	54	85	80	73	74	51	91
71	96	47	84	87	6	36	14	73	11
15	68	80	59	35	17	87	25	24	96
94	82	19	59	41	49	6	74	16	26
15	40	41	70	86	1	9	10	17	5
73	88	42	27	77	4	32	9	88	43
41	66	86	28	19	52	50	73	93	6
55	79	55	13	20	49	5	78	63	61
55	73	58	69	72	73	99	7	63	17
5	97	62	26	82	69	63	60	41	97
29	88	90	4	31	96	60	93	38	9
25	98	8	78	68	77	74	57	5	97
45	55	99	77	77	58	95	40	56	37
5	33	65	29	57	3	43	91	30	27
61	25	52	88	3	95	78	29	53	63
95	68	3	73	19	15	50	49	89	6
57	5	2	78	25	74	23	50	22	54
86	20	40	41	61	80	47	22	44	95
6	72	51	26	36	99	16	81	41	24
70	69	91	11	34	87	39	31	10	9
79	10	74	47	11	85	58	17	70	70
79	9	68	65	70	52	66	42	75	90
93	92	99	59	100	9	31	85	67	56
87	81	70	65	68	26	68	59	72	14
43	43	90	69	95	76	90	62	97	59
78	24	89	47	85	4	26	52	75	8
99	94	24	4	50	93	67	35	4	76
76	30	54	15	41	34	86	81	18	90
57	91	73	3	47	29	19	51	12	20
60	31	4	5	37	100	86	2	87	1
64	44	27	2	40	12	5	30	71	72
15	44	31	58	46	29	61	46	61	90
55	66	28	47	8	8	48	50	64	43
54	42	68	33	20	48	14	18	86	66
90	49	71	11	17	32	9	27	42	87
52	43	54	62	12	29	53	83	75	33
59	45	85	63	8	1	93	99	87	4
52	26	57	1	50	4	97	76	2	44
86	20	58	20	68	85	85	57	12	48
45	78	67	14	4	61	39	46	76	95
29	7	53	32	33	94	40	83	58	26
43	57	57	44	63	41	50	94	83	67
97	88	16	90	36	4	63	6	16	64
40	80	59	14	51	61	99	8	68	69
35	59	82	31	53	36	98	3	67	47
92	95	21	47	57	78	63	54	75	6
